date,temp_max,temp_min,precipitation,precip_probability,wind_speed,wind_gust,weather_code,city,latitude,longitude,extraction_date
2026-09-23,33.1,15.6,0.0,5.0,15.9,37.1,0,Mrirt,33.1654,-5.5634,2026-09-17
2026-09-17,26.8,20.6,0.0,0.0,17.7,39.2,3,My Drarga,30.3805,-9.4763,2026-09-17
2026-09-18,25.8,19.2,0.0,0.0,15.6,35.6,2,My Drarga,30.3805,-9.4763,2026-09-17
2026-09-19,26.1,20.0,0.0,0.0,17.5,38.5,45,My Drarga,30.3805,-9.4763,2026-09-17
2026-09-20,27.1,19.9,0.0,0.0,16.6,35.6,45,My Drarga,30.3805,-9.4763,2026-09-17
2026-09-21,31.9,20.6,0.0,0.0,11.4,27.0,1,My Drarga,30.3805,-9.4763,2026-09-17
2026-09-22,38.2,22.2,0.0,3.0,22.0,42.1,0,My Drarga,30.3805,-9.4763,2026-09-17
2026-09-23,38.3,22.3,0.0,3.0,12.3,25.2,1,My Drarga,30.3805,-9.4763,2026-09-17
2026-09-17,25.5,16.7,0.0,0.0,11.0,26.6,3,M’diq,35.68,-5.32,2026-09-17
2026-09-18,24.5,19.4,0.4,0.0,16.9,37.4,80,M’diq,35.68,-5.32,2026-09-17
2026-09-19,24.7,22.2,2.0,0.0,30.0,67.7,80,M’diq,35.68,-5.32,2026-09-17
2026-09-20,24.9,22.8,4.8,3.0,25.0,58.0,80,M’diq,35.68,-5.32,2026-09-17
2026-09-21,25.1,22.4,1.5,0.0,20.3,46.4,80,M’diq,35.68,-5.32,2026-09-17
2026-09-22,27.0,21.6,0.0,0.0,24.7,53.3,2,M’diq,35.68,-5.32,2026-09-17
2026-09-23,26.9,21.5,0.0,0.0,23.0,60.1,2,M’diq,35.68,-5.32,2026-09-17
2026-09-17,27.1,21.6,0.3,0.0,13.2,31.3,80,Nador,35.1667,-2.9333,2026-09-17
2026-09-18,25.4,21.8,1.1,0.0,15.5,34.9,80,Nador,35.1667,-2.9333,2026-09-17
2026-09-19,25.5,23.1,3.6,2.0,22.6,49.3,80,Nador,35.1667,-2.9333,2026-09-17
2026-09-20,26.1,23.9,2.7,5.0,20.5,46.4,80,Nador,35.1667,-2.9333,2026-09-17
2026-09-21,26.2,23.2,0.6,10.0,15.0,31.0,2,Nador,35.1667,-2.9333,2026-09-17
2026-09-22,26.7,21.4,0.0,0.0,17.8,31.3,45,Nador,35.1667,-2.9333,2026-09-17
2026-09-23,26.8,18.3,0.0,3.0,19.6,34.9,45,Nador,35.1667,-2.9333,2026-09-17
2026-09-17,30.2,15.4,0.0,0.0,14.4,34.2,2,Oued Zem,32.8619,-6.5711,2026-09-17
2026-09-18,31.6,16.4,0.0,0.0,20.3,39.2,3,Oued Zem,32.8619,-6.5711,2026-09-17
2026-09-19,34.9,19.9,0.0,3.0,19.9,41.8,2,Oued Zem,32.8619,-6.5711,2026-09-17
2026-09-20,35.4,23.3,0.1,5.0,23.1,52.6,3,Oued Zem,32.8619,-6.5711,2026-09-17
2026-09-21,34.0,22.3,0.3,5.0,19.1,38.2,3,Oued Zem,32.8619,-6.5711,2026-09-17
2026-09-22,34.2,21.2,0.0,3.0,13.1,30.2,2,Oued Zem,32.8619,-6.5711,2026-09-17
2026-09-23,34.9,19.4,0.0,3.0,13.8,32.0,0,Oued Zem,32.8619,-6.5711,2026-09-17
2026-09-17,27.9,16.4,0.0,0.0,16.1,31.3,3,Ouezzane,34.8,-5.6,2026-09-17
2026-09-18,30.6,15.0,0.0,0.0,16.8,32.8,2,Ouezzane,34.8,-5.6,2026-09-17
2026-09-19,35.6,17.9,0.0,0.0,17.1,34.6,1,Ouezzane,34.8,-5.6,2026-09-17
2026-09-20,37.0,22.5,0.0,0.0,13.4,27.7,2,Ouezzane,34.8,-5.6,2026-09-17
2026-09-21,36.3,20.6,0.0,0.0,12.9,27.0,0,Ouezzane,34.8,-5.6,2026-09-17
2026-09-22,36.1,18.5,0.0,0.0,9.5,22.5,0,Ouezzane,34.8,-5.6,2026-09-17
2026-09-23,37.4,18.4,0.0,0.0,9.4,19.4,0,Ouezzane,34.8,-5.6,2026-09-17
2026-09-17,27.8,15.6,0.0,0.0,17.0,36.0,3,Oujda-Angad,34.6867,-1.9114,2026-09-17
2026-09-18,27.9,16.2,0.0,5.0,19.5,41.0,45,Oujda-Angad,34.6867,-1.9114,2026-09-17
2026-09-19,29.5,18.9,5.6,58.0,18.6,44.3,96,Oujda-Angad,34.6867,-1.9114,2026-09-17
2026-09-20,30.2,19.0,0.5,13.0,18.1,38.5,80,Oujda-Angad,34.6867,-1.9114,2026-09-17
2026-09-21,27.1,19.3,0.0,5.0,16.8,40.0,45,Oujda-Angad,34.6867,-1.9114,2026-09-17
2026-09-22,27.9,15.7,0.0,3.0,17.4,33.1,45,Oujda-Angad,34.6867,-1.9114,2026-09-17
2026-09-23,30.4,16.9,0.0,3.0,20.7,37.8,1,Oujda-Angad,34.6867,-1.9114,2026-09-17
2026-09-17,29.5,17.6,0.0,0.0,26.4,46.1,3,Oulad Barhil,30.6408,-8.475,2026-09-17
2026-09-18,30.1,17.9,0.0,0.0,27.2,48.6,3,Oulad Barhil,30.6408,-8.475,2026-09-17
2026-09-19,34.5,20.0,0.0,0.0,27.1,50.8,2,Oulad Barhil,30.6408,-8.475,2026-09-17
2026-09-20,37.3,20.8,0.0,5.0,24.1,44.6,3,Oulad Barhil,30.6408,-8.475,2026-09-17
2026-09-21,38.4,21.7,0.0,3.0,33.4,60.5,2,Oulad Barhil,30.6408,-8.475,2026-09-17
2026-09-22,38.3,20.4,0.0,3.0,27.4,57.2,1,Oulad Barhil,30.6408,-8.475,2026-09-17
2026-09-23,38.8,17.5,0.0,3.0,21.2,43.9,3,Oulad Barhil,30.6408,-8.475,2026-09-17
2026-09-17,28.5,17.5,0.0,0.0,14.1,27.0,45,Oulad Tayeb,33.9598,-4.9954,2026-09-17
2026-09-18,30.8,17.7,0.0,0.0,13.4,26.6,2,Oulad Tayeb,33.9598,-4.9954,2026-09-17
2026-09-19,33.5,19.7,0.0,0.0,21.4,42.5,2,Oulad Tayeb,33.9598,-4.9954,2026-09-17
2026-09-20,35.7,20.8,0.0,0.0,17.8,33.8,1,Oulad Tayeb,33.9598,-4.9954,2026-09-17
2026-09-21,35.2,21.4,0.0,0.0,12.5,26.3,1,Oulad Tayeb,33.9598,-4.9954,2026-09-17
2026-09-22,33.8,20.2,0.0,0.0,11.1,28.4,2,Oulad Tayeb,33.9598,-4.9954,2026-09-17
2026-09-23,35.3,18.9,0.0,0.0,9.2,26.6,0,Oulad Tayeb,33.9598,-4.9954,2026-09-17
2026-09-17,29.3,19.8,0.0,0.0,23.7,44.3,45,Oulad Teïma,30.4,-9.21,2026-09-17
2026-09-18,28.8,18.7,0.0,0.0,23.0,44.3,1,Oulad Teïma,30.4,-9.21,2026-09-17
2026-09-19,29.2,19.1,0.0,0.0,25.1,47.5,45,Oulad Teïma,30.4,-9.21,2026-09-17
2026-09-20,31.0,19.4,0.0,0.0,24.5,45.7,45,Oulad Teïma,30.4,-9.21,2026-09-17
2026-09-21,38.8,20.5,0.0,0.0,21.4,41.0,2,Oulad Teïma,30.4,-9.21,2026-09-17
2026-09-22,38.3,20.8,0.0,3.0,29.2,50.8,1,Oulad Teïma,30.4,-9.21,2026-09-17
2026-09-23,37.0,19.8,0.0,3.0,23.9,40.0,1,Oulad Teïma,30.4,-9.21,2026-09-17
2026-09-17,32.0,17.8,0.0,0.0,12.0,22.0,2,Oulad Yaïch,32.4167,-6.3333,2026-09-17
2026-09-18,34.2,18.6,0.0,0.0,9.4,18.4,3,Oulad Yaïch,32.4167,-6.3333,2026-09-17
2026-09-19,38.1,21.7,0.1,5.0,15.5,29.9,3,Oulad Yaïch,32.4167,-6.3333,2026-09-17
2026-09-20,38.5,25.4,0.0,4.0,19.7,44.3,3,Oulad Yaïch,32.4167,-6.3333,2026-09-17
2026-09-21,38.0,23.4,0.0,5.0,13.3,29.9,3,Oulad Yaïch,32.4167,-6.3333,2026-09-17
2026-09-22,36.2,23.5,0.0,3.0,18.4,35.6,1,Oulad Yaïch,32.4167,-6.3333,2026-09-17
2026-09-23,37.1,25.3,0.0,3.0,16.5,31.3,0,Oulad Yaïch,32.4167,-6.3333,2026-09-17
2026-09-17,32.4,17.3,0.0,0.0,12.7,23.8,3,Qasbat Tadla,32.6,-6.26,2026-09-17
2026-09-18,34.4,17.7,0.0,0.0,16.8,34.2,3,Qasbat Tadla,32.6,-6.26,2026-09-17
2026-09-19,37.6,21.4,0.0,3.0,14.3,26.6,3,Qasbat Tadla,32.6,-6.26,2026-09-17
2026-09-20,38.6,23.5,0.0,3.0,19.5,35.6,3,Qasbat Tadla,32.6,-6.26,2026-09-17
2026-09-21,37.8,20.9,0.0,3.0,13.7,33.8,2,Qasbat Tadla,32.6,-6.26,2026-09-17
2026-09-22,36.9,20.8,0.0,3.0,10.4,19.4,2,Qasbat Tadla,32.6,-6.26,2026-09-17
2026-09-23,37.9,15.7,0.0,3.0,7.6,15.5,0,Qasbat Tadla,32.6,-6.26,2026-09-17
2026-09-17,25.6,18.6,0.0,0.0,11.4,30.6,3,Rabat,34.0211,-6.8414,2026-09-17
2026-09-18,25.6,16.8,0.0,0.0,13.4,35.3,45,Rabat,34.0211,-6.8414,2026-09-17
2026-09-19,28.7,16.8,0.0,0.0,12.8,33.1,45,Rabat,34.0211,-6.8414,2026-09-17
2026-09-20,31.0,20.6,0.0,0.0,12.1,32.4,2,Rabat,34.0211,-6.8414,2026-09-17
2026-09-21,31.3,21.4,0.0,0.0,13.0,32.8,2,Rabat,34.0211,-6.8414,2026-09-17
2026-09-22,29.7,21.1,0.0,0.0,11.9,29.2,0,Rabat,34.0211,-6.8414,2026-09-17
2026-09-23,29.2,19.2,0.0,0.0,9.8,26.6,3,Rabat,34.0211,-6.8414,2026-09-17
2026-09-17,24.9,19.2,0.0,0.0,19.1,35.6,2,Safi,32.2833,-9.2333,2026-09-17
2026-09-18,26.0,18.7,0.0,0.0,23.4,42.1,1,Safi,32.2833,-9.2333,2026-09-17
2026-09-19,27.1,18.9,0.0,0.0,18.3,34.2,3,Safi,32.2833,-9.2333,2026-09-17
2026-09-20,25.2,19.3,0.0,0.0,9.0,18.7,45,Safi,32.2833,-9.2333,2026-09-17
2026-09-21,25.6,19.9,0.0,0.0,9.7,19.4,45,Safi,32.2833,-9.2333,2026-09-17
2026-09-22,29.2,19.0,0.0,0.0,14.6,28.1,45,Safi,32.2833,-9.2333,2026-09-17
2026-09-23,30.0,19.9,0.0,0.0,12.7,23.0,45,Safi,32.2833,-9.2333,2026-09-17
2026-09-17,25.6,18.6,0.0,0.0,11.4,30.6,3,Sale,34.05,-6.8167,2026-09-17
2026-09-18,25.5,16.8,0.0,0.0,13.4,35.3,45,Sale,34.05,-6.8167,2026-09-17
2026-09-19,28.6,16.7,0.0,0.0,12.8,33.1,45,Sale,34.05,-6.8167,2026-09-17
2026-09-20,30.9,20.5,0.0,0.0,12.1,32.4,2,Sale,34.05,-6.8167,2026-09-17
2026-09-21,31.2,21.3,0.0,0.0,13.0,32.8,2,Sale,34.05,-6.8167,2026-09-17
2026-09-22,29.6,21.0,0.0,0.0,11.9,29.2,0,Sale,34.05,-6.8167,2026-09-17
2026-09-23,29.1,19.2,0.0,0.0,9.8,26.6,3,Sale,34.05,-6.8167,2026-09-17
2026-09-17,27.6,18.2,0.0,0.0,17.0,32.8,2,Sebt Gzoula,32.1219,-9.0889,2026-09-17
2026-09-18,30.0,17.7,0.0,0.0,18.8,36.0,1,Sebt Gzoula,32.1219,-9.0889,2026-09-17
2026-09-19,32.5,18.4,0.0,0.0,14.4,28.1,2,Sebt Gzoula,32.1219,-9.0889,2026-09-17
2026-09-20,30.4,21.0,0.0,0.0,14.7,28.1,2,Sebt Gzoula,32.1219,-9.0889,2026-09-17
2026-09-21,32.7,20.7,0.0,0.0,13.0,24.8,1,Sebt Gzoula,32.1219,-9.0889,2026-09-17
2026-09-22,30.7,19.4,0.0,0.0,14.7,28.4,45,Sebt Gzoula,32.1219,-9.0889,2026-09-17
2026-09-23,30.5,19.3,0.0,0.0,13.0,24.1,45,Sebt Gzoula,32.1219,-9.0889,2026-09-17
2026-09-17,25.5,16.8,0.0,0.0,12.7,29.9,3,Sefrou,33.83,-4.83,2026-09-17
2026-09-18,27.9,17.0,0.0,0.0,16.2,36.4,2,Sefrou,33.83,-4.83,2026-09-17
2026-09-19,31.0,19.8,0.2,8.0,16.6,40.3,3,Sefrou,33.83,-4.83,2026-09-17
2026-09-20,32.6,20.7,0.0,0.0,17.7,38.9,1,Sefrou,33.83,-4.83,2026-09-17
2026-09-21,31.9,21.8,0.0,0.0,17.0,37.8,1,Sefrou,33.83,-4.83,2026-09-17
2026-09-22,31.2,18.7,0.0,5.0,13.8,27.4,3,Sefrou,33.83,-4.83,2026-09-17
2026-09-23,32.8,15.3,0.0,5.0,13.1,26.6,0,Sefrou,33.83,-4.83,2026-09-17
2026-09-17,30.2,20.3,0.0,0.0,29.6,51.8,3,Semara,26.7394,-11.6703,2026-09-17
2026-09-18,30.1,20.0,0.0,0.0,25.1,43.9,3,Semara,26.7394,-11.6703,2026-09-17
2026-09-19,31.7,18.5,0.0,2.0,18.8,33.1,3,Semara,26.7394,-11.6703,2026-09-17
2026-09-20,36.3,18.5,0.0,0.0,18.8,30.2,3,Semara,26.7394,-11.6703,2026-09-17
2026-09-21,41.7,22.7,0.0,4.0,25.1,44.3,0,Semara,26.7394,-11.6703,2026-09-17
2026-09-22,41.9,24.1,0.0,1.0,23.8,45.7,1,Semara,26.7394,-11.6703,2026-09-17
2026-09-23,42.1,25.2,0.0,2.0,19.0,50.4,3,Semara,26.7394,-11.6703,2026-09-17
2026-09-17,27.7,16.6,0.0,0.0,17.1,36.7,3,Settat,33.0023,-7.6198,2026-09-17
2026-09-18,29.4,16.0,0.0,0.0,18.8,40.0,45,Settat,33.0023,-7.6198,2026-09-17
2026-09-19,33.4,17.2,0.0,0.0,16.6,35.3,2,Settat,33.0023,-7.6198,2026-09-17
2026-09-20,35.1,21.8,0.0,3.0,17.8,37.1,2,Settat,33.0023,-7.6198,2026-09-17
2026-09-21,37.1,21.4,0.0,0.0,16.0,35.6,2,Settat,33.0023,-7.6198,2026-09-17
2026-09-22,35.6,20.0,0.0,3.0,17.8,37.1,0,Settat,33.0023,-7.6198,2026-09-17
2026-09-23,35.5,18.7,0.0,3.0,18.2,37.1,3,Settat,33.0023,-7.6198,2026-09-17
2026-09-17,28.0,17.6,0.0,0.0,18.9,33.5,3,Sidi Bennour,32.655,-8.4292,2026-09-17
2026-09-18,29.7,16.7,0.0,0.0,21.6,37.8,45,Sidi Bennour,32.655,-8.4292,2026-09-17
2026-09-19,33.4,16.8,0.0,0.0,19.4,33.8,45,Sidi Bennour,32.655,-8.4292,2026-09-17
2026-09-20,33.9,20.4,0.0,0.0,16.3,28.4,2,Sidi Bennour,32.655,-8.4292,2026-09-17
2026-09-21,36.3,19.6,0.0,3.0,16.6,30.6,1,Sidi Bennour,32.655,-8.4292,2026-09-17
2026-09-22,35.6,17.8,0.0,0.0,17.3,33.8,45,Sidi Bennour,32.655,-8.4292,2026-09-17
2026-09-23,34.9,18.2,0.0,0.0,18.7,35.3,45,Sidi Bennour,32.655,-8.4292,2026-09-17
2026-09-17,28.8,17.8,0.0,0.0,21.3,34.9,3,Sidi Lmokhtar,31.57,-9.01,2026-09-17
2026-09-18,31.5,17.0,0.0,0.0,20.0,34.6,1,Sidi Lmokhtar,31.57,-9.01,2026-09-17
2026-09-19,33.5,19.3,0.0,0.0,15.0,26.3,2,Sidi Lmokhtar,31.57,-9.01,2026-09-17
2026-09-20,34.0,21.9,0.0,0.0,19.0,31.7,2,Sidi Lmokhtar,31.57,-9.01,2026-09-17
2026-09-21,36.2,22.3,0.0,0.0,19.5,33.1,1,Sidi Lmokhtar,31.57,-9.01,2026-09-17
2026-09-22,35.5,20.2,0.0,2.0,21.9,37.1,0,Sidi Lmokhtar,31.57,-9.01,2026-09-17
2026-09-23,34.0,17.8,0.0,0.0,18.1,31.3,2,Sidi Lmokhtar,31.57,-9.01,2026-09-17
2026-09-17,28.8,18.6,0.0,0.0,13.3,29.2,3,Sidi Qacem,34.21,-5.7,2026-09-17
2026-09-18,31.7,17.4,0.0,0.0,14.0,31.0,45,Sidi Qacem,34.21,-5.7,2026-09-17
2026-09-19,36.7,20.8,0.0,0.0,17.2,37.8,1,Sidi Qacem,34.21,-5.7,2026-09-17
2026-09-20,38.5,25.6,0.0,0.0,16.6,36.4,1,Sidi Qacem,34.21,-5.7,2026-09-17
2026-09-21,38.1,23.8,0.0,0.0,12.1,27.4,0,Sidi Qacem,34.21,-5.7,2026-09-17
2026-09-22,37.0,22.9,0.0,3.0,11.7,26.1,0,Sidi Qacem,34.21,-5.7,2026-09-17
2026-09-23,37.7,20.6,0.0,3.0,7.6,17.6,0,Sidi Qacem,34.21,-5.7,2026-09-17
2026-09-17,28.7,18.8,0.0,0.0,13.7,30.2,3,Sidi Slimane,34.26,-5.93,2026-09-17
2026-09-18,31.8,16.4,0.0,0.0,16.8,36.0,45,Sidi Slimane,34.26,-5.93,2026-09-17
2026-09-19,37.4,18.6,0.0,0.0,16.0,34.6,1,Sidi Slimane,34.26,-5.93,2026-09-17
2026-09-20,39.2,24.7,0.0,0.0,16.2,35.6,1,Sidi Slimane,34.26,-5.93,2026-09-17
2026-09-21,38.7,21.9,0.0,0.0,12.1,28.1,1,Sidi Slimane,34.26,-5.93,2026-09-17
2026-09-22,37.6,22.0,0.0,0.0,12.9,27.4,0,Sidi Slimane,34.26,-5.93,2026-09-17
2026-09-23,38.2,19.7,0.0,0.0,16.4,28.8,0,Sidi Slimane,34.26,-5.93,2026-09-17
2026-09-17,27.1,18.4,0.0,0.0,16.6,29.9,2,Sidi Smai’il,32.8167,-8.5,2026-09-17
2026-09-18,28.4,17.9,0.0,0.0,20.5,36.0,45,Sidi Smai’il,32.8167,-8.5,2026-09-17
2026-09-19,31.9,17.7,0.0,0.0,17.3,30.6,3,Sidi Smai’il,32.8167,-8.5,2026-09-17
2026-09-20,32.2,20.8,0.0,0.0,14.0,24.8,2,Sidi Smai’il,32.8167,-8.5,2026-09-17
2026-09-21,33.6,19.7,0.0,0.0,14.7,27.0,45,Sidi Smai’il,32.8167,-8.5,2026-09-17
2026-09-22,32.2,19.2,0.0,0.0,17.3,31.3,45,Sidi Smai’il,32.8167,-8.5,2026-09-17
2026-09-23,31.7,19.1,0.0,0.0,17.9,33.1,45,Sidi Smai’il,32.8167,-8.5,2026-09-17
2026-09-17,27.1,17.8,0.0,0.0,14.1,25.9,3,Sidi Yahia El Gharb,34.3058,-6.3058,2026-09-17
2026-09-18,29.0,15.8,0.0,0.0,17.6,32.8,45,Sidi Yahia El Gharb,34.3058,-6.3058,2026-09-17
2026-09-19,35.9,17.0,0.0,0.0,19.7,36.0,45,Sidi Yahia El Gharb,34.3058,-6.3058,2026-09-17
2026-09-20,38.7,24.2,0.0,0.0,19.1,33.8,1,Sidi Yahia El Gharb,34.3058,-6.3058,2026-09-17
2026-09-21,38.0,20.9,0.0,0.0,13.6,29.2,1,Sidi Yahia El Gharb,34.3058,-6.3058,2026-09-17
2026-09-22,37.5,20.0,0.0,0.0,13.2,27.4,0,Sidi Yahia El Gharb,34.3058,-6.3058,2026-09-17
2026-09-23,37.8,18.9,0.0,0.0,13.2,33.1,1,Sidi Yahia El Gharb,34.3058,-6.3058,2026-09-17
2026-09-17,26.2,15.9,0.0,0.0,15.9,32.8,3,Sidi Yahya Zaer,33.7105,-6.8831,2026-09-17
2026-09-18,27.6,15.8,0.0,0.0,18.4,38.2,3,Sidi Yahya Zaer,33.7105,-6.8831,2026-09-17
2026-09-19,31.7,16.9,0.0,0.0,16.5,33.5,2,Sidi Yahya Zaer,33.7105,-6.8831,2026-09-17
2026-09-20,33.9,20.6,0.0,0.0,18.4,37.1,2,Sidi Yahya Zaer,33.7105,-6.8831,2026-09-17
2026-09-21,34.9,21.0,0.0,0.0,17.9,38.5,2,Sidi Yahya Zaer,33.7105,-6.8831,2026-09-17
2026-09-22,33.7,20.6,0.0,0.0,16.6,34.2,0,Sidi Yahya Zaer,33.7105,-6.8831,2026-09-17
2026-09-23,33.6,17.4,0.0,0.0,16.2,33.8,3,Sidi Yahya Zaer,33.7105,-6.8831,2026-09-17
2026-09-17,24.5,18.7,0.0,0.0,12.3,28.8,3,Skhirate,33.85,-7.03,2026-09-17
2026-09-18,24.0,16.5,0.0,0.0,15.0,34.6,2,Skhirate,33.85,-7.03,2026-09-17
2026-09-19,26.7,16.5,0.0,0.0,13.3,29.5,3,Skhirate,33.85,-7.03,2026-09-17
2026-09-20,27.3,19.9,0.0,0.0,11.5,26.6,2,Skhirate,33.85,-7.03,2026-09-17
2026-09-21,28.2,20.6,0.0,0.0,12.4,28.4,2,Skhirate,33.85,-7.03,2026-09-17
2026-09-22,27.7,20.1,0.0,0.0,11.6,25.2,0,Skhirate,33.85,-7.03,2026-09-17
2026-09-23,27.3,19.3,0.0,0.0,10.5,22.7,3,Skhirate,33.85,-7.03,2026-09-17
2026-09-17,29.2,19.4,0.0,0.0,13.3,24.8,3,Souk et Tnine Jorf el Mellah,34.4945,-5.5047,2026-09-17
2026-09-18,32.4,15.9,0.0,0.0,12.7,23.8,45,Souk et Tnine Jorf el Mellah,34.4945,-5.5047,2026-09-17
2026-09-19,37.2,20.8,0.0,0.0,22.5,42.1,1,Souk et Tnine Jorf el Mellah,34.4945,-5.5047,2026-09-17
2026-09-20,38.1,25.2,0.0,0.0,21.3,40.0,1,Souk et Tnine Jorf el Mellah,34.4945,-5.5047,2026-09-17
2026-09-21,37.6,25.0,0.0,0.0,18.1,34.9,0,Souk et Tnine Jorf el Mellah,34.4945,-5.5047,2026-09-17
2026-09-22,37.1,24.0,0.0,0.0,16.8,32.9,1,Souk et Tnine Jorf el Mellah,34.4945,-5.5047,2026-09-17
2026-09-23,38.6,21.8,0.0,0.0,14.2,26.6,0,Souk et Tnine Jorf el Mellah,34.4945,-5.5047,2026-09-17
2026-09-17,32.5,17.6,0.0,0.0,13.5,25.2,2,Souq Sebt Oulad Nemma,32.3,-6.7,2026-09-17
2026-09-18,34.5,18.2,0.0,0.0,11.1,20.9,3,Souq Sebt Oulad Nemma,32.3,-6.7,2026-09-17
2026-09-19,38.6,21.0,0.0,1.0,14.3,32.8,3,Souq Sebt Oulad Nemma,32.3,-6.7,2026-09-17
2026-09-20,39.0,23.7,0.0,4.0,15.9,32.4,2,Souq Sebt Oulad Nemma,32.3,-6.7,2026-09-17
2026-09-21,38.3,23.5,0.3,8.0,12.2,32.4,2,Souq Sebt Oulad Nemma,32.3,-6.7,2026-09-17
2026-09-22,38.3,22.8,0.0,4.0,12.2,21.6,2,Souq Sebt Oulad Nemma,32.3,-6.7,2026-09-17
2026-09-23,38.8,19.9,0.0,3.0,8.9,17.6,0,Souq Sebt Oulad Nemma,32.3,-6.7,2026-09-17
2026-09-17,31.8,19.3,0.5,25.0,18.0,31.3,80,Tabount,30.9014,-6.9217,2026-09-17
2026-09-18,32.3,18.2,0.0,5.0,20.9,34.6,3,Tabount,30.9014,-6.9217,2026-09-17
2026-09-19,31.8,21.7,0.1,10.0,26.2,41.4,3,Tabount,30.9014,-6.9217,2026-09-17
2026-09-20,32.0,19.7,0.2,8.0,21.5,41.4,3,Tabount,30.9014,-6.9217,2026-09-17
2026-09-21,31.5,21.1,0.9,18.0,19.0,44.6,80,Tabount,30.9014,-6.9217,2026-09-17
2026-09-22,33.4,20.0,0.0,5.0,27.3,47.2,2,Tabount,30.9014,-6.9217,2026-09-17
2026-09-23,32.3,16.7,0.0,5.0,11.4,20.5,1,Tabount,30.9014,-6.9217,2026-09-17
2026-09-17,26.6,14.4,0.0,0.0,13.4,27.4,3,Tahannawt,31.3514,-7.9508,2026-09-17
2026-09-18,28.4,14.9,0.0,0.0,13.0,25.9,2,Tahannawt,31.3514,-7.9508,2026-09-17
2026-09-19,32.1,18.1,0.2,23.0,12.2,25.6,3,Tahannawt,31.3514,-7.9508,2026-09-17
2026-09-20,32.7,21.7,0.0,28.0,14.5,37.8,3,Tahannawt,31.3514,-7.9508,2026-09-17
2026-09-21,33.8,21.4,0.0,13.0,17.9,34.6,1,Tahannawt,31.3514,-7.9508,2026-09-17
2026-09-22,33.9,21.8,0.0,9.0,17.7,30.6,0,Tahannawt,31.3514,-7.9508,2026-09-17
2026-09-23,33.6,16.7,0.0,5.0,15.4,27.4,0,Tahannawt,31.3514,-7.9508,2026-09-17
2026-09-17,28.4,16.3,0.0,0.0,12.8,24.8,3,Tahla,34.05,-4.42,2026-09-17
2026-09-18,31.3,16.3,0.0,0.0,15.0,28.4,3,Tahla,34.05,-4.42,2026-09-17
2026-09-19,32.3,20.8,0.0,3.0,25.2,49.3,2,Tahla,34.05,-4.42,2026-09-17
2026-09-20,33.9,21.4,0.0,0.0,20.9,41.4,3,Tahla,34.05,-4.42,2026-09-17
2026-09-21,33.2,20.7,0.0,0.0,16.7,33.5,2,Tahla,34.05,-4.42,2026-09-17
2026-09-22,31.7,18.9,0.0,0.0,15.0,28.1,0,Tahla,34.05,-4.42,2026-09-17
2026-09-23,34.4,19.3,0.0,0.0,19.5,41.8,0,Tahla,34.05,-4.42,2026-09-17
2026-09-17,29.5,18.2,0.0,0.0,14.2,24.1,3,Tameslouht,31.5,-8.1,2026-09-17
2026-09-18,31.6,17.8,0.0,0.0,11.6,19.4,2,Tameslouht,31.5,-8.1,2026-09-17
2026-09-19,34.8,20.5,0.1,5.0,12.8,22.3,3,Tameslouht,31.5,-8.1,2026-09-17
2026-09-20,35.7,22.6,1.0,20.0,17.3,28.4,95,Tameslouht,31.5,-8.1,2026-09-17
2026-09-21,37.2,23.0,0.0,5.0,20.1,35.3,2,Tameslouht,31.5,-8.1,2026-09-17
2026-09-22,36.5,23.7,0.0,5.0,20.0,32.8,1,Tameslouht,31.5,-8.1,2026-09-17
2026-09-23,36.1,21.1,0.0,3.0,14.5,25.9,0,Tameslouht,31.5,-8.1,2026-09-17
2026-09-17,25.5,20.4,0.0,2.0,32.8,58.3,3,Tan-Tan,28.4333,-11.1,2026-09-17
2026-09-18,26.0,19.4,0.0,1.0,25.6,47.2,2,Tan-Tan,28.4333,-11.1,2026-09-17
2026-09-19,26.8,19.0,0.0,0.0,19.1,36.7,3,Tan-Tan,28.4333,-11.1,2026-09-17
2026-09-20,31.0,18.6,0.0,0.0,17.5,33.8,3,Tan-Tan,28.4333,-11.1,2026-09-17
2026-09-21,33.2,18.6,0.0,0.0,19.8,42.5,3,Tan-Tan,28.4333,-11.1,2026-09-17
2026-09-22,35.0,19.0,0.0,0.0,20.8,45.0,2,Tan-Tan,28.4333,-11.1,2026-09-17
2026-09-23,34.8,19.6,0.0,2.0,14.4,42.5,0,Tan-Tan,28.4333,-11.1,2026-09-17
2026-09-17,26.8,17.6,0.0,0.0,10.9,27.0,3,Tangier,35.7767,-5.8039,2026-09-17
2026-09-18,27.8,18.4,0.0,0.0,20.4,48.2,3,Tangier,35.7767,-5.8039,2026-09-17
2026-09-19,27.7,22.6,0.0,0.0,30.0,73.1,2,Tangier,35.7767,-5.8039,2026-09-17
2026-09-20,29.2,24.1,0.0,0.0,31.0,74.2,2,Tangier,35.7767,-5.8039,2026-09-17
2026-09-21,28.6,22.9,0.0,0.0,26.0,60.8,1,Tangier,35.7767,-5.8039,2026-09-17
2026-09-22,26.8,21.4,0.0,0.0,30.9,58.3,1,Tangier,35.7767,-5.8039,2026-09-17
2026-09-23,26.9,21.6,0.0,0.0,31.8,60.5,1,Tangier,35.7767,-5.8039,2026-09-17
